comment_id,text,timestamp,source_url,source_file,is_sarcastic
1271157181165397,We rebuke that spirit of load shedding 😂,2026-04-18T23:41:05.867892+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
1256323952890988,You have started again ai🤪,2026-04-18T23:41:05.867926+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
26469947069281220,I almost got scared nati ma timetable yachoka ya load shedding 😁,2026-04-18T23:41:05.867936+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,True
946214781333444,I almost went to put my phone on charger,2026-04-18T23:41:05.867943+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
1281796487388787,Anyways guys just buy ma solar in advance.,2026-04-18T23:41:05.867950+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
1306751234632673,They have started guys hurry let us go buy ma solar,2026-04-18T23:41:05.867957+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
945654635102402,Flying back to the stone ages as in 2025,2026-04-18T23:41:05.867964+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
1331357442382107,It start with maintenance .we are going there mama🤣🤣🤣🤣,2026-04-18T23:41:05.867971+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
924899476980651,The way I thought it was a load management schedule 😂,2026-04-18T23:41:05.867978+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
2872846576384279,"Sounds like an intro...loadshading testing 1,2",2026-04-18T23:41:05.867985+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
945654635102402,"Андрей Петров exactly, ancient life style",2026-04-18T23:41:05.867991+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
924899476980651,Bana Mwewa what is it saying😂 Haven't read am in your shoes too😂😂,2026-04-18T23:41:05.867998+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
1256323952890988,Chocho Michaels kkk,2026-04-18T23:41:05.868005+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
26469947069281220,Me also,2026-04-18T23:41:05.868011+00:00,https://www.facebook.com/share/p/189WrbPzne/,comments.csv,False
