comment_id,text,timestamp,source_url
1271157181165397,We rebuke that spirit of load shedding 😂,2026-04-18T23:41:05.867892+00:00,https://www.facebook.com/share/p/189WrbPzne/
1256323952890988,You have started again ai🤪,2026-04-18T23:41:05.867926+00:00,https://www.facebook.com/share/p/189WrbPzne/
26469947069281220,I almost got scared nati ma timetable yachoka ya load shedding 😁,2026-04-18T23:41:05.867936+00:00,https://www.facebook.com/share/p/189WrbPzne/
946214781333444,I almost went to put my phone on charger,2026-04-18T23:41:05.867943+00:00,https://www.facebook.com/share/p/189WrbPzne/
1281796487388787,Anyways guys just buy ma solar in advance.,2026-04-18T23:41:05.867950+00:00,https://www.facebook.com/share/p/189WrbPzne/
1306751234632673,They have started guys hurry let us go buy ma solar,2026-04-18T23:41:05.867957+00:00,https://www.facebook.com/share/p/189WrbPzne/
945654635102402,Flying back to the stone ages as in 2025,2026-04-18T23:41:05.867964+00:00,https://www.facebook.com/share/p/189WrbPzne/
1331357442382107,It start with maintenance .we are going there mama🤣🤣🤣🤣,2026-04-18T23:41:05.867971+00:00,https://www.facebook.com/share/p/189WrbPzne/
924899476980651,The way I thought it was a load management schedule 😂,2026-04-18T23:41:05.867978+00:00,https://www.facebook.com/share/p/189WrbPzne/
2872846576384279,"Sounds like an intro...loadshading testing 1,2",2026-04-18T23:41:05.867985+00:00,https://www.facebook.com/share/p/189WrbPzne/
945654635102402,"Андрей Петров exactly, ancient life style",2026-04-18T23:41:05.867991+00:00,https://www.facebook.com/share/p/189WrbPzne/
924899476980651,Bana Mwewa what is it saying😂 Haven't read am in your shoes too😂😂,2026-04-18T23:41:05.867998+00:00,https://www.facebook.com/share/p/189WrbPzne/
1256323952890988,Chocho Michaels kkk,2026-04-18T23:41:05.868005+00:00,https://www.facebook.com/share/p/189WrbPzne/
26469947069281220,Me also,2026-04-18T23:41:05.868011+00:00,https://www.facebook.com/share/p/189WrbPzne/
26469947069281220,Me too oooo!,2026-04-18T23:41:05.868017+00:00,https://www.facebook.com/share/p/189WrbPzne/
1281392673357900,I almost collapsed 🤔😔😔,2026-04-18T23:41:05.868024+00:00,https://www.facebook.com/share/p/189WrbPzne/
1340694167882709,We know that you are just waiting for August,2026-04-18T23:41:05.868030+00:00,https://www.facebook.com/share/p/189WrbPzne/
1694608388238797,The way my heart went 💥 seeing this 🤣🤣🤣🤣,2026-04-18T23:41:05.868037+00:00,https://www.facebook.com/share/p/189WrbPzne/
1294156848989769,New fear was unlocked,2026-04-18T23:41:05.868043+00:00,https://www.facebook.com/share/p/189WrbPzne/
2087957218416398,What does it mean when people say salty Saana,2026-04-18T23:41:05.868049+00:00,https://www.facebook.com/share/p/189WrbPzne/
2492792097846036,"Mongu Rice, we are safe 😮‍💨",2026-04-18T23:41:05.868055+00:00,https://www.facebook.com/share/p/189WrbPzne/
1477941553979349,So you have started kah🙆,2026-04-18T23:41:05.868062+00:00,https://www.facebook.com/share/p/189WrbPzne/
2026072734613465,It has begun,2026-04-18T23:41:05.868068+00:00,https://www.facebook.com/share/p/189WrbPzne/
1637174530863778,"This is planned Jesus ,😅",2026-04-18T23:41:05.868075+00:00,https://www.facebook.com/share/p/189WrbPzne/
1259211723050565,Slowly slowly reintroducting load shedding.....,2026-04-18T23:41:05.868082+00:00,https://www.facebook.com/share/p/189WrbPzne/
946214781333444,Ruth Nakanyika Mukwasa,2026-04-18T23:41:05.868090+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John it's mantainance which will be taking place.,2026-04-18T23:41:05.868096+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,"Clickson John maintenance sounds like loadsheding, imwwe mudaala",2026-04-18T23:41:05.868103+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John you think machines that generate power doesn't go on maintenance?,2026-04-18T23:41:05.868110+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John amen,2026-04-18T23:41:05.868116+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John  it’s planned maintenance not load shedding  it’s starting there,2026-04-18T23:41:05.868122+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Stophila Hamzy Odoi the fact that there is a 😂 to my comment then take it as a joke.,2026-04-18T23:41:05.868129+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Gracelina Sendeme Chanda that's how they start 😂,2026-04-18T23:41:05.868136+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John Amen,2026-04-18T23:41:05.868143+00:00,https://www.facebook.com/share/p/189WrbPzne/
1271157181165397,Clickson John amen and amen in Jesus name,2026-04-18T23:41:05.868149+00:00,https://www.facebook.com/share/p/189WrbPzne/
1340694167882709,Beatrice Museba Have you seen the latest hydro-logical reports are you talking from the conspiracy point of view ?,2026-04-18T23:41:05.868155+00:00,https://www.facebook.com/share/p/189WrbPzne/
2087957218416398,Kiñg Flêx do you understand about maintenance?,2026-04-18T23:41:05.868169+00:00,https://www.facebook.com/share/p/189WrbPzne/
960938279779521,Zesco LimitedMmmmmmm am sure this is the beginning of load shedding even today power has gone same time as yesterday eeeeh elo yesterday you said it's maintenance,2026-04-18T23:41:05.868176+00:00,https://www.facebook.com/share/p/189WrbPzne/
