comment_id,text,timestamp,source_url
1012518246525299,"My beautiful hard working sis , keep on the good works love.",2026-04-03T00:20:45.5746622Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1071709127939819,This is true. There has been an improvement in this area with Zesco. Efficiency is seen and much improvement has been seen with how they respond to calls. The arrogance and rudeness has improved 👏 The only thing remaining is to work on the feedback. When a report is sent through these people never call back to check-in if the complaint was resolved or not. They get contact numbers for the caller but have never called back to find out if the complaint was resolved. I wonder what they do with these numbers. Feedback is important. And if a caller says its urgent please normalise to treat each call with the urgency it deserves.,2026-04-03T00:20:45.5198319Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,"Good evening Ronea Konie, sincere apologies for the prolonged loss of supply. Please share your complaint number so that we may follow it up or provide the correct meter number, phone number and nearest landmark to our inbox for complaint registration. Alternatively, register by dialing *3600# and follow the prompts. Regards, FP.",2026-04-03T00:20:45.5270661Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,"Hello Ronea Konie, please proceed as earlier advised for further assistance. Regards, FP.",2026-04-03T00:20:45.5403652Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,This metre no. 74004917980 today makes 5 days without electricity. We reported yesterday but we have not been given the complaint number yet.,2026-04-03T00:20:45.5270661Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,ZESCO in some areas metre no. 74004927980 in Kabanana its four 4 days without electricity . Who ever switches on electricity does.he.or.she.follow.the.laid.down schedule surely ? Awe you are really making .us suffer mwandi. Some.of.us.we can't afford solar,2026-04-03T00:20:45.5188267Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,Zesco Limited Ba zesco it is in the same Kabanana I sent complaint numbers up to now nothing has happened,2026-04-03T00:20:45.5423769Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1085382663125929,"Zesco Limited metre no. 74004917980 , 0974349676. Complaint no. 30400146 today is day 5 without electricity even when the other affected person.went to Zesco and was promised that they would come.Zesco sure have mercy on your clients",2026-04-03T00:20:45.5413616Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1103015964774458,PLEASE PLEASE BA ZESCO HELP AS HERE IN JOHN LAING MOBILE CHIBOLYA AREAS 3 MONTHS NO ELECTRICITY AT 19 TO 05 THE PROGRAM MUST CHANGE 19 HOURS NEWS IT'S VERY VERY IMPORTANT TO SOME OF AS WE ALL NEED TO CHANGE THE PROGRAM 5 WEEKS NO NEWS AT 19 HOURS IT'S TOO MUCH THE PROGRAM MUST CHANGE PLEASE PLEASE BA ZESCO ULEKOMBOKA NO ELECTRICITY IT'S TOO MUCH,2026-04-03T00:20:45.5432144Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1135611388165288,Francis James Matola boza,2026-04-03T00:20:45.5673768Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1169018540842544,"Work on the new apple we can't log out and we can't check other meters, suppose someone has many houses. The old one we used to check",2026-04-03T00:20:45.5673768Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1272898023971327,"So you asked for a reference number I sent it through up to now no response, then you say 95% which 95%",2026-04-03T00:20:45.5188267Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1279775043027739,"Yello. The technical challenges being faced by ZESCO have now been resolved and you can now pay your ZESCO bills via the MoMo app or dialling *115#. Me: How can i pay when am being loadshed, even the schedule of a few hours that are supposed to be provided are being loadshed to zero hours per day...via nigeria fyola😣",2026-04-03T00:20:45.5746622Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1373318106960117,So can you explain when you will solstice your chudleigh office ?? It seems chudleigh is given preference and never load shed to keep the lights on in your office Busy praising those who can afford solar set ups but you can’t do the same !! This unfair practices causes other areas to have long hours of shedding and no power days on end !!! Hopeless most useless organization !!!,2026-04-03T00:20:45.5636405Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1574113660199119,There are always those bad seeds making everyone bad some don't respond very which attracts alot of misunderstanding,2026-04-03T00:20:45.5432144Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1576142749891796,Very impressive. I am a regular caller and I have always been treated well.,2026-04-03T00:20:45.5746622Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1595339001411823,Online customer service they respond very much fast,2026-04-03T00:20:45.5743848Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1615633912656801,Hello,2026-04-03T00:20:45.5746622Z,https://www.facebook.com/100057335174945/posts/834969195090912/
1672711083668135,Deliwe Phiri Mfumbaika hmmmm this is some serious thievery. Is it on the industrial grid?,2026-04-03T00:20:45.5228315Z,https://www.facebook.com/100057335174945/posts/834969195090912/
