comment_id,text,timestamp,source_url,text_clean,word_count,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_base_anger,nrc_base_anticipation,nrc_base_fear,nrc_base_trust,nrc_base_sadness,nrc_base_hope,nrc_base_frustration,local_emotion_applied,local_emotion_terms,local_emotion_match_count,local_anger_score,local_fear_score,local_trust_score,local_hope_score,local_sadness_score,local_frustration_score,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration,is_relevant,relevance_score,relevance_reason,relevance_terms,roberta_label,roberta_raw_label,roberta_confidence,roberta_negative_score,roberta_neutral_score,roberta_positive_score
1293999082039855,"This updating work even if the household doesn't have power? Or we need to have power to have update done? And why  a minimal time of sensitization statement? I wish you should have given this information as earliest as Monday this week,,",2026-05-04T13:58:15.351216+00:00,https://www.facebook.com/100057335174945/posts/1067946481793181/?app=fbl,this updating work even if the household doesn t have power or we need to have power to have update done and why a minimal time of sensitization statement i wish you should have given this information as earliest as monday this week,43,nalishiwa martin bright people incharge consumer s rights need take care situation coz s beyond,False,0.7269,positive,0.7269,0.357,0.643,0.0,positive,0.7269,positive,False,0.0,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4,matched_energy_terms,"power,update",neutral,neutral,0.743454098701477,0.0715132057666778,0.743454098701477,0.1850327402353286
506474755550925,Ba group E twali chula 🤣🤣🤣 you know what just keep your 3 hours,2026-05-04T13:56:54.828138+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,ba group e twali chula 🤣🤣🤣 you know what just keep your 3 hours,13,sibongile bongani munthali least switch fan whilst mosquitoes attack charge phone work lol,False,0.25,positive,0.25,0.28,0.549,0.17,positive,0.25,positive,False,0.0,,13,1,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0384615384615384,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0769230769230769,0.0,0.0,0.0,0.0384615384615384,True,4,multiple_power_behavior_terms,"charge,group,hours,switch",negative,negative,0.5073304176330566,0.5073304176330566,0.4487364292144775,0.0439331792294979
880379824216906,"Don't update. You will update the new high tarrifs. Besides, how do you update the useless meter with no power",2026-05-04T13:58:15.351210+00:00,https://www.facebook.com/100057335174945/posts/1067946481793181/?app=fbl,don t update you will update the new high tarrifs besides how do you update the useless meter with no power,21,don t update update new high tarrifs besides how update useless meter power,False,-0.4215,negative,-0.4215,0.0,0.797,0.203,negative,-0.4215,negative,False,0.0,,13,2,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,True,7,matched_energy_terms,"meter,power,update",negative,negative,0.9063340425491332,0.9063340425491332,0.0878020375967025,0.0058638965710997
530793942990369,Why can't you just make a solar plant since it's a company am telling you people here has started making their own power using what we thought in toilets which you know so soon it's bye bye zesco,2026-05-04T13:56:54.827132+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,why can t you just make a solar plant since it s a company am telling you people here has started making their own power using what we thought in toilets which you know so soon it s bye bye zesco,41,t just make solar plant since s company telling people started making own power using thought toilets know soon s bye bye zesco,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,23,3,0.0,0.1304347826086956,0.0,0.0,0.0,0.1304347826086956,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0,0.0,0.0,0.1304347826086956,0.0,True,9,matched_energy_terms,"power,solar,zesco",negative,negative,0.4980060458183288,0.4980060458183288,0.459393560886383,0.0426004528999328
481698757452496,Bally mukali so the entire Zesco including ministers no one thought about this... meanwhile some people are still asking the difference it will make atleast someone with a saloon or barbershop will have a chance to work for 6hrs in a day nganafikupita lobe...🚶🚶🚶,2026-05-04T13:54:42.207810+00:00,https://www.facebook.com/100064560977290/posts/6124054071047970/?app=fbl,bally mukali so the entire zesco including ministers no one thought about this meanwhile some people are still asking the difference it will make atleast someone with a saloon or barbershop will have a chance to work for 6hrs in a day nganafikupita lobe 🚶🚶🚶,44,frank curtis brown yes better,False,0.6808,positive,0.6808,0.651,0.349,0.0,positive,0.6808,positive,False,0.0,,5,1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,True,3,matched_energy_terms,zesco,positive,positive,0.4998920261859894,0.0292946845293045,0.4708133041858673,0.4998920261859894
1558742851734596,So what do the group E members do with power at 24:00 hours - 03 hours!! Ninshii tulindoshiiiii Zesco Limited! You would have created that schedule in a such a way that you allow everyone to have access to power between 6 and 22 hours.,2026-05-04T13:56:54.828021+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,so what do the group e members do with power at 24 00 hours 03 hours ninshii tulindoshiiiii zesco limited you would have created that schedule in a such a way that you allow everyone to have access to power between 6 and 22 hours,45,petr besa ba besa already sacrificed 21 hours having power between 01 05 tantamount sacrificing 24 hours cause power time understand s called load management mean already cutting power 21 hours manage load think splicing three hours just ensure people access power time could find useful would great,False,0.8442,positive,0.8442,0.177,0.795,0.028,positive,0.8442,positive,False,0.0,,48,6,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0625,0.0208333333333333,0.0416666666666666,0.0208333333333333,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0416666666666666,0.0208333333333333,0.0625,0.0208333333333333,0.0416666666666666,0.0208333333333333,True,9,matched_energy_and_context_terms,"group,hours,power,schedule,zesco",neutral,neutral,0.6588706374168396,0.2568236291408539,0.6588706374168396,0.0843056961894035
1439060506976290,"Please remember that by end of 2026 you will start laying off workers. If you work for ZESCO, now is the time to settle and ensure that whatever salary you get you put it to good use. Ukwali insoke takwafwile umuntu. Necisosa naco cipa amano. To be forewarned is to be forearmed. Uli achuulu uukwiila 😂😂",2026-05-04T13:59:33.355637+00:00,https://www.facebook.com/100057335174945/posts/924732422781255/?app=fbl,please remember that by end of 2026 you will start laying off workers if you work for zesco now is the time to settle and ensure that whatever salary you get you put it to good use ukwali insoke takwafwile umuntu necisosa naco cipa amano to be forewarned is to be forearmed uli achuulu uukwiila 😂😂,55,please remember end 2026 start laying off workers work zesco now time settle ensure whatever salary get put good use ukwali insoke takwafwile umuntu necisosa naco cipa amano forewarned forearmed uli achuulu uukwiila,False,0.7783,positive,0.7783,0.206,0.794,0.0,positive,0.7783,positive,False,0.0,,33,5,0.0,0.1515151515151515,0.0303030303030303,0.0606060606060606,0.0,0.1515151515151515,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1515151515151515,0.0303030303030303,0.0606060606060606,0.0,0.1515151515151515,0.0,True,4,matched_energy_and_context_terms,"off,zesco",neutral,neutral,0.6309607625007629,0.2967858910560608,0.6309607625007629,0.0722534209489822
1691605448079726,I have been in Lusaka for almost 3 weeks and have never seen power at home. Patiently waiting for 2026😝,2026-05-04T13:56:54.827943+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,i have been in lusaka for almost 3 weeks and have never seen power at home patiently waiting for 2026😝,20,lusaka almost 3 weeks never seen power home patiently waiting 2026,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,power,neutral,neutral,0.5322614312171936,0.3591889441013336,0.5322614312171936,0.1085495874285698
1080839880079636,"Our simple plea is that the Republican President, His Excellency should with immediate effect dissolve the Zesco management board and Fire some individuals without sentiments.

Why playing mind games with the majority of citizens.",2026-05-04T13:56:54.826436+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,our simple plea is that the republican president his excellency should with immediate effect dissolve the zesco management board and fire some individuals without sentiments why playing mind games with the majority of citizens,34,kabungo edward ed part board,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,True,3,matched_energy_terms,zesco,neutral,neutral,0.8841485977172852,0.0397782362997531,0.8841485977172852,0.0760731697082519
1052945053170961,Increase the tarrif and import electricity and let people have electricity. This is unacceptable and it's affecting people's lives very negatively,2026-05-04T13:56:54.827830+00:00,https://www.facebook.com/100057335174945/posts/1030474368873726/?app=fbl,increase the tarrif and import electricity and let people have electricity this is unacceptable and it s affecting people s lives very negatively,23,collins chanda s total mess bru,False,-0.3612,negative,-0.3612,0.0,0.615,0.385,negative,-0.3612,negative,False,0.0,,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,3,matched_energy_terms,electricity,negative,negative,0.7893099188804626,0.7893099188804626,0.1965191811323166,0.0141709335148334
1815658288870258,6 weeks and you are complaining? What of those of us who paid in 2018 and not yet connected? Zesco is not upnd  nor upnd is not zesco .The same workers who were in PF time are still there and will be there tomorrow and muyayaya,2026-04-19T20:47:53.561672+00:00,https://www.facebook.com/100064625412288/posts/681728317324676/?app=fbl,6 weeks and you are complaining what of those of us who paid in 2018 and not yet connected zesco is not upnd nor upnd is not zesco the same workers who were in pf time are still there and will be there tomorrow and muyayaya,46,6 weeks complaining those us paid 2018 yet connected zesco upnd nor upnd zesco same workers pf time still tomorrow muyayaya,False,-0.2023,negative,-0.2023,0.0,0.913,0.087,negative,-0.2023,negative,False,0.0,,21,2,0.0,0.0952380952380952,0.0,0.0,0.0,0.0952380952380952,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952380952380952,0.0,0.0,0.0,0.0952380952380952,0.0,True,3,matched_energy_terms,zesco,negative,negative,0.7571845650672913,0.7571845650672913,0.2276430279016494,0.0151724219322204
874958243837673,"This schedule hasn't been followed,  electricity was disrupted yesterday around 18hrs until now, nothing! Awe bweshenimo umutima!",2026-04-19T20:45:15.207158+00:00,https://www.facebook.com/100057335174945/posts/655022869752213/?app=fbl,this schedule hasn t been followed electricity was disrupted yesterday around 18hrs until now nothing awe bweshenimo umutima,18,schedule hasn t followed electricity disrupted yesterday around 18hrs until now nothing awe bweshenimo umutima,False,0.0,neutral,-0.7,0.0,1.0,0.0,negative,-0.7,negative,True,-0.7,awe,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4,matched_energy_and_context_terms,"electricity,schedule",negative,negative,0.667594850063324,0.667594850063324,0.3198230266571045,0.0125821167603135
2418646351616728,"Now we recommended that ZESCO loadsheds by level of economic significance or productivity. Areas of economic activity such as markets accommodate those who rely on electricity such as wielders, internet cafes, butcheries, barbershop etc. You may consider leaving such areas on for longer periods of day time and switch them of at night. Further, as a relief, may each zone have at least one full day without loadshedding.",2026-05-04T13:54:42.212464+00:00,https://www.facebook.com/100064560977290/posts/6124054071047970/?app=fbl,now we recommended that zesco loadsheds by level of economic significance or productivity areas of economic activity such as markets accommodate those who rely on electricity such as wielders internet cafes butcheries barbershop etc you may consider leaving such areas on for longer periods of day time and switch them of at night further as a relief may each zone have at least one full day without loadshedding,68,now recommended zesco loadsheds level economic significance productivity areas economic activity such markets accommodate those rely electricity such wielders internet cafes butcheries barbershop etc may consider leaving such areas longer periods day time switch night further relief may each zone least full day without loadshedding,False,0.7184,positive,0.7184,0.143,0.857,0.0,positive,0.7184,positive,False,0.0,,45,6,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,False,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,0.0222222222222222,0.0,True,10,matched_energy_and_context_terms,"electricity,loadshedding,switch,zesco",neutral,neutral,0.8190425634384155,0.0326763428747653,0.8190425634384155,0.148281067609787
